"customerid","contract","tenure","monthlycharges","churn","internetservice","paymentmethod","health_score"
"1488-SYSFC","Month-to-month",31,20.65,"No","No","Electronic check",50
"7931-PXHFC","One year",38,62.3,"Yes","DSL","Mailed check",70
"3990-QYKBE","Month-to-month",37,92.5,"Yes","Fiber optic","Electronic check",70
"0970-QXPXW","Month-to-month",1,19.65,"No","No","Mailed check",30
"3259-KNMRR","Two year",57,79.75,"No","DSL","Bank transfer (automatic)",100
"6120-RJKLU","Two year",62,79.95,"No","DSL","Credit card (automatic)",100
"9572-WUKSB","Month-to-month",3,29.9,"No","DSL","Electronic check",30
"5893-KCLGT","Two year",72,19.75,"No","No","Mailed check",80
"0076-LVEPS","Month-to-month",29,45,"No","DSL","Mailed check",60
"3640-JQGJG","Month-to-month",13,44.8,"No","DSL","Bank transfer (automatic)",50
"4919-MOAVT","Month-to-month",3,69.65,"Yes","Fiber optic","Electronic check",40
"1596-OQSPS","Month-to-month",11,51.1,"No","DSL","Electronic check",40
"9867-XOBQA","Two year",21,53.15,"No","DSL","Mailed check",70
"9546-KDTRB","Month-to-month",19,24.7,"No","No","Bank transfer (automatic)",40
"3090-HAWSU","Two year",61,111.6,"Yes","Fiber optic","Credit card (automatic)",100
"9820-RMCQV","Month-to-month",11,48.55,"Yes","DSL","Credit card (automatic)",40
"3174-RKMOW","Month-to-month",35,109.95,"No","Fiber optic","Electronic check",70
"1760-CAZHT","Month-to-month",25,20.8,"No","No","Mailed check",50
"7839-QRKXN","Month-to-month",1,20.2,"Yes","No","Mailed check",30
"8441-SHIPE","Two year",67,25.6,"No","No","Bank transfer (automatic)",80
"5204-QZXPU","Month-to-month",19,39.65,"Yes","DSL","Electronic check",50
"4597-ELFTS","One year",56,24.9,"Yes","No","Electronic check",70
"1320-GVNHT","Two year",72,108.4,"No","Fiber optic","Credit card (automatic)",100
"1047-RNXZV","Two year",43,19.55,"No","No","Mailed check",70
"3541-ZNUHK","Month-to-month",55,85.1,"No","Fiber optic","Electronic check",80
"8450-JOVAH","Month-to-month",2,56.7,"Yes","DSL","Mailed check",40
"8725-JEDFD","Month-to-month",27,69.05,"No","Fiber optic","Mailed check",60
"7562-UXTPG","Month-to-month",13,70.15,"No","Fiber optic","Mailed check",60
"8071-SBTRN","Two year",70,111.15,"No","Fiber optic","Mailed check",100
"1113-IUJYX","One year",14,105.95,"Yes","Fiber optic","Mailed check",70
"6668-CNMFP","One year",19,89.35,"No","Fiber optic","Bank transfer (automatic)",70
"5626-MGTUK","Month-to-month",20,89.1,"No","Fiber optic","Bank transfer (automatic)",60
"5681-LLOEI","One year",43,91.25,"No","Fiber optic","Credit card (automatic)",80
"8212-DJRCH","Month-to-month",5,90.35,"No","Fiber optic","Mailed check",50
"4323-OHFOW","One year",70,105.55,"No","Fiber optic","Bank transfer (automatic)",90
"4933-BSAIP","Two year",40,19.1,"No","No","Mailed check",70
"2030-BTZRO","Two year",6,20.4,"No","No","Credit card (automatic)",50
"1116-DXXDF","Two year",39,100.45,"No","Fiber optic","Electronic check",90
"9274-CNFMO","Month-to-month",4,74.95,"Yes","Fiber optic","Electronic check",50
"7758-XKCBS","Month-to-month",15,29.7,"Yes","DSL","Electronic check",40
"8992-JQYUN","Month-to-month",1,50.35,"Yes","DSL","Electronic check",40
"6563-VNPMN","Month-to-month",45,85.7,"No","Fiber optic","Bank transfer (automatic)",70
"0617-AQNWT","Two year",64,47.85,"Yes","DSL","Electronic check",90
"2267-WTPYD","Month-to-month",57,94,"No","Fiber optic","Credit card (automatic)",80
"0270-THENM","Two year",72,69.85,"No","DSL","Bank transfer (automatic)",90
"2446-PLQVO","Month-to-month",1,70.3,"Yes","Fiber optic","Electronic check",50
"4707-MAXGU","Two year",72,25.85,"No","No","Credit card (automatic)",80
"2710-WYVXG","Two year",3,71.1,"No","DSL","Mailed check",70
"3005-NFMTA","Month-to-month",55,98.8,"Yes","Fiber optic","Electronic check",80
"6300-BWMJX","Month-to-month",59,93.35,"No","Fiber optic","Electronic check",80
"8784-CGILN","Month-to-month",18,99.85,"Yes","Fiber optic","Bank transfer (automatic)",60
"5389-FFVKB","Month-to-month",32,80.3,"Yes","Fiber optic","Credit card (automatic)",70
"7009-LGECI","Month-to-month",4,50.55,"No","DSL","Bank transfer (automatic)",40
"8444-WRIDW","Month-to-month",66,80.45,"Yes","Fiber optic","Credit card (automatic)",80
"5022-KVDQT","Month-to-month",27,81.3,"No","Fiber optic","Electronic check",70
"7976-CICYS","Month-to-month",4,20.7,"No","No","Credit card (automatic)",30
"1036-GUDCL","Month-to-month",60,79.05,"No","DSL","Credit card (automatic)",80
"2005-DWQZJ","Two year",8,19.05,"No","No","Mailed check",50
"8148-WOCMK","Two year",8,19.6,"No","No","Credit card (automatic)",50
"7815-PDTHL","Two year",35,20.2,"No","No","Mailed check",70
"9451-LPGOO","Month-to-month",7,86.8,"Yes","Fiber optic","Electronic check",50
"9173-IVZVP","Two year",53,20.9,"No","No","Mailed check",80
"9129-UXERG","Month-to-month",18,103.6,"No","Fiber optic","Credit card (automatic)",60
"3635-JBPSG","Two year",15,38.8,"No","DSL","Mailed check",70
"7964-ZRKKG","One year",67,88.4,"No","Fiber optic","Bank transfer (automatic)",90
"5868-YWPDW","Month-to-month",6,84.2,"Yes","Fiber optic","Electronic check",50
"6229-LSCKB","Month-to-month",6,79.7,"No","Fiber optic","Electronic check",50
"2025-JKFWI","Month-to-month",13,99,"Yes","Fiber optic","Mailed check",60
"4078-SAYYN","Month-to-month",11,100.75,"Yes","Fiber optic","Electronic check",50
"1724-IQWNM","Month-to-month",1,19.3,"No","No","Mailed check",30
"8217-QYOHV","Month-to-month",5,55.75,"No","DSL","Mailed check",40
"5546-QUERU","One year",13,19.95,"No","No","Mailed check",50
"9940-HPQPG","Month-to-month",9,91.75,"Yes","Fiber optic","Bank transfer (automatic)",50
"6897-UUBNU","Month-to-month",29,89.65,"No","Fiber optic","Mailed check",70
"6127-IYJOZ","Month-to-month",1,45.85,"No","DSL","Mailed check",40
"6618-RYATB","Month-to-month",1,79.55,"Yes","Fiber optic","Mailed check",50
"8930-XOTDP","Month-to-month",18,55.95,"No","DSL","Mailed check",50
"5916-QEWPT","Month-to-month",2,69,"No","DSL","Credit card (automatic)",40
"5060-TQUQN","Month-to-month",30,83.55,"No","Fiber optic","Bank transfer (automatic)",70
"0531-XBKMM","Two year",66,65.7,"No","DSL","Bank transfer (automatic)",90
"8465-SBRXP","Two year",38,94.9,"No","Fiber optic","Bank transfer (automatic)",90
"2408-PSJVE","Month-to-month",44,61.9,"No","DSL","Mailed check",60
"9079-YEXQJ","Month-to-month",54,111.1,"Yes","Fiber optic","Electronic check",80
"9700-ZCLOT","Month-to-month",2,20,"No","No","Mailed check",30
"8738-JOKAR","One year",42,67.7,"No","DSL","Mailed check",70
"4534-WGCIR","Two year",58,25.15,"No","No","Credit card (automatic)",80
"1930-WNXSB","Month-to-month",58,92.85,"No","Fiber optic","Electronic check",80
"2685-SREOM","Month-to-month",25,89.1,"Yes","Fiber optic","Electronic check",70
"3508-CFVZL","Two year",71,111.3,"No","Fiber optic","Mailed check",100
"0402-CQAJN","Month-to-month",37,101.9,"Yes","Fiber optic","Bank transfer (automatic)",70
"6692-UDPJC","Month-to-month",14,91.65,"Yes","Fiber optic","Electronic check",60
"1273-MTETI","Month-to-month",4,88.85,"Yes","Fiber optic","Electronic check",50
"0657-DOGUM","One year",48,60.6,"No","DSL","Bank transfer (automatic)",70
"5480-HPRRX","Month-to-month",3,25.3,"Yes","DSL","Electronic check",30
"8792-AOROI","Two year",8,65.5,"No","DSL","Mailed check",60
"0295-PPHDO","Month-to-month",1,95.45,"Yes","Fiber optic","Electronic check",50
"5146-YYFRZ","Two year",67,19.95,"No","No","Bank transfer (automatic)",80
"1195-OIYEJ","Month-to-month",13,91.1,"Yes","Fiber optic","Electronic check",60
"5906-CVLHP","One year",45,54.15,"Yes","DSL","Credit card (automatic)",70
"3452-SRFEG","Month-to-month",49,74.6,"No","Fiber optic","Bank transfer (automatic)",80
"4070-OKWVH","Month-to-month",52,94.6,"No","Fiber optic","Bank transfer (automatic)",80
"5297-MDOIR","One year",63,81.15,"No","Fiber optic","Credit card (automatic)",90
"6369-MCAKO","Two year",68,89.05,"No","DSL","Bank transfer (automatic)",100
"4926-UMJZD","Month-to-month",31,49.2,"No","DSL","Mailed check",60
"6848-HJTXY","Two year",64,19.45,"No","No","Credit card (automatic)",80
"6341-AEVKX","One year",62,104.3,"No","Fiber optic","Electronic check",90
"4501-EQDRN","Month-to-month",1,69.7,"Yes","Fiber optic","Bank transfer (automatic)",40
"2990-HWIML","Month-to-month",6,89.5,"Yes","Fiber optic","Electronic check",50
"0682-USIXD","Month-to-month",21,86.05,"No","Fiber optic","Electronic check",60
"6976-BWGLQ","Two year",72,25.2,"No","No","Bank transfer (automatic)",80
"7078-NVFAM","Month-to-month",32,35.15,"No","DSL","Electronic check",60
"8065-QBYTO","One year",71,99.65,"No","Fiber optic","Credit card (automatic)",90
"2133-TSRRM","Month-to-month",34,105.35,"No","Fiber optic","Bank transfer (automatic)",70
"7384-GHBPI","Month-to-month",3,35.15,"Yes","DSL","Electronic check",40
"7603-USHJS","Month-to-month",12,73.75,"Yes","Fiber optic","Credit card (automatic)",50
"7234-FECYN","Month-to-month",8,101.35,"Yes","Fiber optic","Electronic check",50
"2511-ALLCS","Two year",35,24.3,"No","No","Bank transfer (automatic)",70
"3191-CSNMG","Month-to-month",3,80.7,"No","Fiber optic","Electronic check",50
"7952-OBOYL","Month-to-month",3,89.85,"No","Fiber optic","Mailed check",50
"7470-DYNOE","One year",53,61.1,"No","DSL","Electronic check",80
"7853-OETYL","Month-to-month",4,29.05,"No","DSL","Electronic check",30
"1545-ACTAS","One year",48,99.7,"No","Fiber optic","Bank transfer (automatic)",80
"5876-HZVZM","Month-to-month",6,55.9,"Yes","DSL","Credit card (automatic)",40
"1400-MMYXY","Month-to-month",3,105.9,"Yes","Fiber optic","Electronic check",50
"5126-RCXYW","Two year",54,46,"No","DSL","Credit card (automatic)",90
"3085-QUOZK","Month-to-month",1,43.95,"Yes","DSL","Mailed check",40
"2363-BJLSL","Month-to-month",62,80.4,"No","DSL","Bank transfer (automatic)",80
"1956-YIFGE","One year",22,100.05,"No","Fiber optic","Mailed check",70
"3926-CUQZX","Month-to-month",1,45.1,"Yes","DSL","Bank transfer (automatic)",40
"7921-LMDFQ","One year",51,94,"No","Fiber optic","Bank transfer (automatic)",90
"2925-MXLSX","One year",30,68.95,"No","DSL","Credit card (automatic)",70
"5820-PTRYM","One year",56,68.45,"No","DSL","Credit card (automatic)",80
"9609-BENEA","One year",35,69,"No","DSL","Electronic check",70
"6211-WHMYA","Month-to-month",64,43.85,"No","DSL","Electronic check",70
"4459-BBGHE","Month-to-month",30,44.5,"No","DSL","Electronic check",60
"9945-PSVIP","Two year",25,18.7,"No","No","Mailed check",70
"1041-RXHRA","Month-to-month",41,70.25,"Yes","Fiber optic","Bank transfer (automatic)",70
"1750-CSKKM","Month-to-month",9,55.35,"Yes","DSL","Electronic check",40
"9108-EJFJP","Month-to-month",1,53.55,"No","DSL","Mailed check",40
"0530-IJVDB","Two year",70,114.6,"No","Fiber optic","Electronic check",100
"0508-SQWPL","Two year",57,20.1,"No","No","Bank transfer (automatic)",80
"2215-ZAFGX","Month-to-month",9,85.5,"No","Fiber optic","Electronic check",50
"8213-TAZPM","One year",69,108.75,"No","Fiber optic","Bank transfer (automatic)",90
"7142-HVGBG","Month-to-month",43,103,"Yes","Fiber optic","Electronic check",70
"1304-SEGFY","Two year",72,97.85,"No","Fiber optic","Electronic check",100
"7242-EDTYC","Two year",44,19.55,"No","No","Bank transfer (automatic)",70
"2904-GGUAZ","Two year",72,84.05,"No","Fiber optic","Bank transfer (automatic)",100
"8267-ZNYVZ","One year",33,103.75,"Yes","Fiber optic","Electronic check",80
"5136-GFPMB","Month-to-month",54,89.4,"No","Fiber optic","Credit card (automatic)",80
"2595-KIWPV","Two year",27,19.7,"No","No","Credit card (automatic)",70
"5243-SAOTC","Month-to-month",54,79.85,"No","Fiber optic","Bank transfer (automatic)",80
"9398-MMQTO","Month-to-month",3,74.45,"No","Fiber optic","Credit card (automatic)",50
"7619-PLRLP","One year",53,74.1,"No","DSL","Bank transfer (automatic)",90
"6457-GIRWB","Month-to-month",1,69.35,"Yes","Fiber optic","Electronic check",40
"6508-NJYRO","One year",15,18.8,"No","No","Mailed check",50
"1450-SKCVI","Month-to-month",56,73.85,"Yes","Fiber optic","Electronic check",80
"4710-NKCAW","Month-to-month",5,64.4,"No","DSL","Credit card (automatic)",40
"5306-BVTKJ","One year",48,55.8,"No","DSL","Credit card (automatic)",70
"0357-NVCRI","Month-to-month",25,20.05,"No","No","Credit card (automatic)",50
"5570-PTWEH","Month-to-month",3,75.15,"Yes","Fiber optic","Credit card (automatic)",50
"2371-KFUOG","One year",58,99.15,"No","Fiber optic","Bank transfer (automatic)",90
"0463-ZSDNT","Month-to-month",10,56.75,"No","DSL","Bank transfer (automatic)",40
"6502-MJQAE","Month-to-month",1,69.6,"Yes","Fiber optic","Electronic check",40
"6257-DTAYD","Two year",71,104.15,"No","Fiber optic","Credit card (automatic)",100
"4616-ULAOA","Two year",65,110.8,"No","Fiber optic","Credit card (automatic)",100
"7693-LCKZL","Month-to-month",5,80.15,"Yes","Fiber optic","Electronic check",50
"7746-AWNQW","Month-to-month",28,35.75,"No","DSL","Mailed check",60
"5996-EBTKM","Two year",67,69.9,"No","DSL","Bank transfer (automatic)",90
"2758-RNWXS","One year",35,89.2,"No","Fiber optic","Electronic check",80
"2314-TNDJQ","Two year",72,55.65,"No","DSL","Credit card (automatic)",90
"2405-LBMUW","One year",61,50.7,"No","DSL","Bank transfer (automatic)",80
"3454-JFUBC","Two year",68,20,"No","No","Credit card (automatic)",80
"0032-PGELS","Month-to-month",1,30.5,"Yes","DSL","Bank transfer (automatic)",40
"9039-ZVJDC","Month-to-month",3,19.1,"No","No","Mailed check",30
"6797-LNAQX","Two year",70,98.3,"Yes","Fiber optic","Bank transfer (automatic)",100
"9013-AQORL","Month-to-month",48,45.55,"No","DSL","Credit card (automatic)",60
"2898-MRKPI","One year",68,101.05,"No","Fiber optic","Credit card (automatic)",90
"2750-BJLSB","One year",47,103.7,"No","Fiber optic","Electronic check",80
"3648-GZPHF","One year",32,36.25,"No","DSL","Mailed check",70
"2075-RMJIK","Month-to-month",5,49.4,"No","DSL","Mailed check",40
"9588-YRFHY","Two year",49,19.9,"No","No","Credit card (automatic)",80
"6394-MFYNG","Month-to-month",48,107.4,"Yes","Fiber optic","Bank transfer (automatic)",70
"1564-NTYXF","Month-to-month",13,82,"Yes","Fiber optic","Electronic check",60
"9364-YKUVW","Month-to-month",15,19.8,"No","No","Mailed check",40
"5392-AKEMH","Month-to-month",12,45.05,"No","DSL","Electronic check",40
"2451-YMUXS","Two year",67,64.55,"No","DSL","Bank transfer (automatic)",90
"3914-FDRHP","Month-to-month",9,86.25,"No","Fiber optic","Electronic check",50
"3078-ZKNTS","Two year",13,19.75,"No","No","Bank transfer (automatic)",60
"1024-KPRBB","One year",38,89.1,"No","Fiber optic","Mailed check",80
"4690-PKDQG","Month-to-month",42,95.55,"No","Fiber optic","Electronic check",70
"8155-IBNHG","Month-to-month",24,75.4,"Yes","Fiber optic","Credit card (automatic)",60
"0886-QGENL","Month-to-month",27,101.25,"Yes","Fiber optic","Electronic check",70
"9547-ITEFG","Month-to-month",9,102.6,"No","Fiber optic","Credit card (automatic)",50
"1264-FUHCX","One year",49,56.3,"No","DSL","Credit card (automatic)",80
"7789-CRUVC","Month-to-month",61,94.2,"No","Fiber optic","Credit card (automatic)",80
"6598-KELSS","One year",50,43.05,"No","DSL","Bank transfer (automatic)",80
"8739-WWKDU","Month-to-month",25,89.5,"Yes","Fiber optic","Electronic check",70
"8685-WHQPW","Month-to-month",22,74.4,"Yes","Fiber optic","Bank transfer (automatic)",60
"4745-LSPLO","Month-to-month",1,20.5,"Yes","No","Mailed check",30
"8083-YTZES","Month-to-month",4,74.35,"Yes","Fiber optic","Electronic check",50
"7240-FQLHE","Month-to-month",18,99.75,"Yes","Fiber optic","Bank transfer (automatic)",60
"6664-FPDAC","One year",56,111.95,"Yes","Fiber optic","Electronic check",90
"9972-VAFJJ","One year",53,94,"No","Fiber optic","Electronic check",90
"0422-UXFAP","One year",51,98.85,"No","Fiber optic","Electronic check",90
"1904-WAJAA","Two year",24,64.35,"No","DSL","Electronic check",70
"5130-YPIRV","Two year",62,72,"No","DSL","Credit card (automatic)",100
"2843-CQMEG","Month-to-month",24,49.7,"No","DSL","Mailed check",50
"6439-PKTRR","Two year",70,80.7,"No","DSL","Electronic check",100
"5351-QESIO","Month-to-month",1,24.2,"No","DSL","Mailed check",30
"0786-VSSUD","Month-to-month",16,39,"Yes","DSL","Mailed check",50
"5568-DMXZS","Month-to-month",8,65.45,"No","DSL","Electronic check",40
"8468-FZTOE","Two year",72,74.35,"No","DSL","Electronic check",100
"6633-SYEUS","Month-to-month",23,83.2,"No","Fiber optic","Bank transfer (automatic)",60
"6447-GORXK","Month-to-month",31,25,"No","DSL","Credit card (automatic)",50
"6967-PEJLL","One year",37,40.2,"No","DSL","Electronic check",70
"3976-BWUCK","Month-to-month",30,94.1,"Yes","Fiber optic","Credit card (automatic)",70
"5981-ZVXOT","One year",35,108.35,"No","Fiber optic","Electronic check",80
"1684-FLBGS","Month-to-month",23,69.5,"No","DSL","Credit card (automatic)",50
"1389-WNUIB","One year",20,76,"No","DSL","Bank transfer (automatic)",70
"0376-OIWME","Month-to-month",36,93.6,"No","Fiber optic","Electronic check",70
"3585-ISXZP","Month-to-month",8,95.65,"Yes","Fiber optic","Bank transfer (automatic)",50
"0218-QNVAS","One year",71,100.55,"No","Fiber optic","Bank transfer (automatic)",90
"6583-QGCSI","Month-to-month",50,88.05,"Yes","Fiber optic","Electronic check",80
"0804-YGEQV","One year",43,24.45,"No","No","Bank transfer (automatic)",60
"7164-BPTUT","Two year",57,89.55,"No","DSL","Mailed check",100
"4174-LPGTI","One year",41,66.5,"Yes","DSL","Bank transfer (automatic)",70
"2523-EWWZL","Month-to-month",27,76.1,"No","Fiber optic","Electronic check",70
"0928-XUTSN","Month-to-month",13,80.5,"No","Fiber optic","Electronic check",60
"2108-XWMPY","Month-to-month",3,35.45,"Yes","DSL","Mailed check",40
"0052-YNYOT","One year",67,20.55,"No","No","Electronic check",70
"6304-IJFSQ","Month-to-month",3,49.9,"Yes","DSL","Mailed check",40
"9586-JGQKH","Two year",64,105.4,"No","Fiber optic","Bank transfer (automatic)",100
"4501-VCPFK","Month-to-month",26,35.75,"No","DSL","Electronic check",60
"6075-SLNIL","Month-to-month",38,95.1,"No","Fiber optic","Credit card (automatic)",70
"9347-AERRL","One year",23,19.3,"No","No","Credit card (automatic)",50
"0093-XWZFY","Month-to-month",40,104.5,"Yes","Fiber optic","Credit card (automatic)",70
"2274-XUATA","Two year",72,63.1,"No","DSL","Bank transfer (automatic)",90
"1980-KXVPM","Month-to-month",3,75.05,"Yes","Fiber optic","Credit card (automatic)",50
"7703-ZEKEF","Month-to-month",23,81,"Yes","Fiber optic","Electronic check",60
"0723-DRCLG","Month-to-month",1,74.45,"Yes","Fiber optic","Electronic check",50
"5482-NUPNA","Month-to-month",4,60.4,"Yes","DSL","Mailed check",40
"6691-CCIHA","Two year",62,84.95,"No","DSL","Electronic check",100
"1685-BQULA","Month-to-month",40,93.4,"No","Fiber optic","Bank transfer (automatic)",70
